SG102,Business Studies in Marketing with French,120,335
SG103,Business Studies in Marketing with German,120,285
SG104,Business Studies in Marketing with Spanish,110,340
SG105,Business Studies in Office Information Systems,200,260
SG107,Computing,205,285
SG108,Business Studies in Accounting and Computing,140,260
SG134,Business Studies in Recreation and Leisure,285,330
SG135,Business Studies in Applied Tourism,170,275
SG231,Art,350#,735#
SG232,Design in Industrial Design,155,275
SG233,Applied Social Studies in Social Care,330,370
SG301,Civil Engineering,310,350
SG302,Construction,190,265
SG303,Mechanical Engineering,110,280
SG304,Computer-Aided Precision Engineering,105,270
SG306,Automation,140,260
SG336,Design in Interior Architecture,340,400
SG337,Electronic Product Design,145,280
SG401,Science,125,350
SG432,Environmental Protection,105,285
SG433,Occupational Safety & Health,200,295
SG435,Health Science and Physiology,350,405
SG436,Biomedical Science,230,365
TI001,Business Studies Thurles,110,280
TI002,Sustainable Rural Development - Thurles,150,310
TI003,Computing ( Software Development ) - Thurles,125,215
TI101,Business Studies -Clonmel,AQA,245
TI103,Computing ( Software Development ) Clonmel,AQA,235
TI104,Computing ( Multimedia and Communications Studies-,100,245
TL120,Business Studies ( Tourism ),150,230
TL140,Business Studies ( Tourism and Languages ),230,355
TL160,Business Studies ( International Hospitality Manag,150,240
TL210,Advanced Business,400,455
TL220,Business Studies,200,285
TL260,Languages and Business French,260,400
TL270,Languages and Business German,285,440
TL310,Computing,170,260
TL350,Office Info Systems,210,295
TL420,Applied Biology,105,270
TL440,Applied Chemistry,130,300
TL460,Photonics,175,260
TL480,Health & Leisure,245,305
TL620,Civil Engineering,140,250
TL630,Construction Studies,135,240
TL650,Agricultural Eng,45,280
TL670,Mechanical Engineering,95,230
TL690,Engineering - Mechanical and Electronic,70,160
TL700,Engineering - Manufacturing,80,195
WD003,Business Studies,275,355
WD005,Construction Economics,260,325
WD007,Civil Engineering,250,320
WD008,Science,240,390
WD009,Agricultural Science,240,340
WD010,Electronics Engineering,230,325
WD011,Mechanical Engineering,230,315
WD012,Production Engineering,240,285
WD013,Legal Studies,260,355
WD014,Commercial Computing,220,290
WD015,Industrial Computing,270,320
WD018,Social Care,330,370
WD019,Recreation/Leisure,275,335
WD020,Marketing/French,290,425
WD021,Marketing/German,305,450
WD022,Art,300,350
WD023,Design,340,375
WD039,Hotel/Catering Supervision,220,260
WD040,Engineering in Building Services,210,270
WD066,Computer Applications,210,290
WD067,Multimedia Applications Development,230,315
WD076,Forestry,220,300
WD094,Architectural Technology,335,390
WD096,Horticulture,220,275
WD098,Agriculture,220,310
WD099,Bus Studies in Lang. & Marketing (Spanish),310,370
